office_id,office_name,address1,address2,city,country,state_province,postal_code,primary_phone_number,fax_number,public_phone_name,public_phone_number,public_comments,general_email_address,wish_referral_email_address,contact_us_email_address,website_admin_email_address,media_contact_name,media_contact_title,media_contact_phone,media_contact_email,development_contact_name,development_contact_title,development_contact_phone,development_contact_fax,development_contact_email,website_url,twitter_account,twitter_handle,facebook_acct,facebook_admin_id,facebook_app_id,google_acct,validator_bbb_url,validator_charity_navigator_url,validator_charity_navigator_rating,feedburner_url,tax_id,email_marketing_code,donation_enabled,twitter_app_id,twitter_app_secret,facebook_app_secret,youtube_url,country_code,office_legal_name,utc,dst
081-000,Make-A-Wish? Georgia,1775 The Exchange SE,Suite 200,Atlanta,,GA,30339,(770) 916-9474 ,(770) 916-0222 ,,,Serves the state of Georgia,wishes@georgia.wish.org,kmerrill@georgia.wish.org,wishes@georgia.wish.org,fcharles@georgia.wish.org,Fabiola  Charles,Vice President of Communications & External Affair,(770) 916-9474 x24,fcharles@georgia.wish.org,Dianne  Lee,Vice President of Individual Giving,(770) 916-9474 x12,(770) 916-0222 ,dlee@georgia.wish.org,georgia.wish.org,http://www.twitter.com/MakeAWishGA,@MakeAWishGA,http://www.facebook.com/makeawishgaal,makeawishgaal,3.1834E+14,UA-10698054-15,NULL,NULL,NULL,,58-2146828,,1,MoYYHt3LtaHOp1NSBVs6g,CIL19BtJgAYll2ZJ5QY1qzzC8CU7btTxm7qIuJ0Dk,b4ac620fbe370c11c562feb5494fe358,,NULL,Make-A-Wish Foundation? of Georgia,-5,Y
083-000,Make-A-Wish? Southern Nevada,5105 S. Durango Drive,Suite 100,Las Vegas,,NV,89113,(702) 212-9474 ,(702) 932-2816 ,,,Serves the southern half of the state,info@snv.wish.org,nicoler@snv.wish.org,info@snv.wish.org,paulan@snv.wish.org,Caleen  Johnson,Executive Director,(702) 212-9474 x2791,Caleenj@snv.wish.org,Caleen  Johnson,Executive Director,(702) 212-9474 x2791,(702) 932-2816 ,Caleenj@snv.wish.org,www.snv.wish.org,,,,,3.13029E+14,UA-10698054-16,NULL,NULL,NULL,,88-0371088,,1,,,369b7583d3ec2d283b275f71d0be7be1,,NULL,Make-A-Wish Foundation? of Southern Nevada,-8,Y
084-000,Make-A-Wish? Rio Grande Valley,One Park Place,Suite 405,McAllen,,TX,78503,(956) 686-9474 ,(956) 686-4380 ,,,Serves the 6 southern most counties in the state.,rgv@rgv.wish.org,rgv@rgv.wish.org,rgv@rgv.wish.org,rgv@rgv.wish.org,Ava L Sandlin,Executive Director,(956) 686-9474 ,asandlin@rgv.wish.org,Ava L Sandlin,Executive Director,(956) 686-9474 ,(956) 686-4380 ,asandlin@rgv.wish.org,riograndevalley.wish.org,,,,,,UA-10698054-17,NULL,NULL,NULL,,74-2850325,,1,,,,,NULL,Make-A-Wish Foundation? of the Rio Grande Valley,-6,Y
085-000,Make-A-Wish? Middle Tennessee,8119 Isabella Lane,Suite 105 A,Brentwood,,TN,37027,(615) 221-2200 ,(615) 221-2233 ,Toll Free,(888) 492-9474 ,Serves the middle 1/3 of Tennessee,ssanders@middletennessee.wish.org,ssanders@middletennessee.wish.org,ssanders@middletennessee.wish.org,adavis@middletennessee.wish.org,Beth  Torres,President & CEO,(615) 221-2200 x110,btorres@middletennessee.wish.org,Ashley  Davis,Director of Development and Communications,(615) 221-2200 x112,(615) 221-2233 ,adavis@middletennessee.wish.org,www.middletennessee.wish.org,https://twitter.com/MakeAWishMidTN,@MakeAWishMidTN,https://www.facebook.com/MakeAWishMidTN,MakeAWishMidTN,4.60176E+14,UA-10698054-18,NULL,NULL,NULL,,62-1833327,,1,PrpoV0M0Csb7hU4EaugDA, lx40K4eoUyugB9waXrsCsnRSpes6c5IqrapwIBTIzI,a.349724281746535.97949.164017633650535,http://www.youtube.com/user/MiddleTennesseeMAW,NULL,Make-A-Wish Foundation? of Middle Tennessee,-6,Y
100-000,Make-A-Wish? America,4742 N. 24th St.,Suite 400,Phoenix,,AZ,85016,(602) 279-9474 ,(602) 279-0855 ,Toll-free,(800) 722-9474 ,National Office,mawfa@wish.org,missionresources@wish.org,mawfa@wish.org,JMenzies@wish.org,Josh  deBerge,National Communications Manager,(602) 792-3185 x3185,jdeBerge@wish.org,Nicole   Powers,Planned Giving Officer,(602) 792-3249 x3249,(602) 279-0855 ,npowers@wish.org,www.wish.org,https://www.twitter.com/MakeAWish,@MakeAWish,http://www.facebook.com/makeawish,504544940,1.07124E+14,UA-10698054-20,NULL,NULL,NULL,Wish-Nation-Blog,86-0481941,100,1,ElrtII3kx5cEGKdILaoawg,jvrzl4cuQIscRANP1GIp0kClkDj4lrv5FKiOjcUCt14,d019291537a0e2247ef8f60bfd676106,http://www.youtube.com/makeawishfoundation,US,Make-A-Wish Foundation? of America,-7,N
500-000,Make-A-Wish? International,4041 North Central Ave,Suite 555,Phoenix,United States,AZ,,(602) 230-9900,(602) 230-9627, , ,International Office,international@worldwish.org,programservices@worldwish.org,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,www.worldwish.org,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,Make-A-Wish Foundation? International,NULL,NULL
501-000,Make-A-Wish? Canada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CA,Make-A-Wish Foundation? of Canada,NULL,NULL
502-000,Make-A-Wish? United Kingdom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UK,Make-A-Wish Foundation? of United Kingdom,NULL,NULL
503-000,Make-A-Wish? Australia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AU,Make-A-Wish Foundation? of Australia,NULL,NULL
504-000,Make-A-Wish? New Zealand,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NZ,Make-A-Wish Foundation? of New Zealand,NULL,NULL
505-000,Make-A-Wish? Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IE,Make-A-Wish Foundation? of Ireland,NULL,NULL
506-000,Make-A-Wish? Japan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JP,Make-A-Wish Foundation? of Japan,NULL,NULL
507-000,Make-A-Wish? Taiwan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TW,Make-A-Wish Foundation? of Taiwan,NULL,NULL
508-000,Make-A-Wish? Chile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CL,Make-A-Wish Foundation? of Chile,NULL,NULL
509-000,Make-A-Wish? Netherlands,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NL,Make-A-Wish Foundation? of The Netherlands,NULL,NULL
510-000,Make-A-Wish? Belgium South,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BE,Make-A-Wish Foundation? of Belgium South,NULL,NULL
511-000,Make-A-Wish? Belgium Vlaanderen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BV,Make-A-Wish Foundation? of Belgium Vlaanderen,NULL,NULL
512-000,Make-A-Wish? Israel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IL,Make-A-Wish Foundation? of Israel,NULL,NULL
513-000,Make-A-Wish? Panama,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PA,Make-A-Wish Foundation? of Panama,NULL,NULL
514-000,Make-A-Wish? Austria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AT,Make-A-Wish Foundation? of Austria,NULL,NULL
515-000,Make-A-Wish? Greece,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GR,Make-A-Wish Foundation? of Greece,NULL,NULL
516-000,Make-A-Wish? Hong Kong,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HK,Make-A-Wish Foundation? of Hong Kong,NULL,NULL
517-000,Make-A-Wish? India,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IN,Make-A-Wish Foundation? of India,NULL,NULL
518-000,Make-A-Wish? Mexico,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MX,Make-A-Wish Foundation? of Mexico,NULL,NULL
520-000,Make-A-Wish? Philippines,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PH,Make-A-Wish Foundation? of Philippines,NULL,NULL
521-000,Make-A-Wish? Denmark,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DK,Make-A-Wish Foundation? of Denmark,NULL,NULL
522-000,Make-A-Wish? France,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,Make-A-Wish Foundation? of France,NULL,NULL
523-000,Make-A-Wish? Singapore,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,Make-A-Wish Foundation? of Singapore,NULL,NULL
524-000,Make-A-Wish? Switzerland and Liechtenstein,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CH,Make-A-Wish Foundation? of Switzerland and Liechtenstein,NULL,NULL
525-000,Make-A-Wish? United Arab Emirates,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AE,Make-A-Wish Foundation? of United Arab Emirates,NULL,NULL
526-000,Make-A-Wish? Argentina,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AR,Make-A-Wish Foundation? of Argentina,NULL,NULL
527-000,Make-A-Wish? Korea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KR,Make-A-Wish Foundation? of Korea,NULL,NULL
528-000,Make-A-Wish? Italy  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IT,Make-A-Wish Foundation? of Italy  ,NULL,NULL
529-000,Make-A-Wish? Portugal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PT,Make-A-Wish Foundation? of Portugal,NULL,NULL
530-000,Make-A-Wish? Peru,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PE,Make-A-Wish Foundation? of Peru,NULL,NULL
531-000,Make-A-Wish? Germany,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DE,Make-A-Wish Foundation? of Germany,NULL,NULL
532-000,Make-A-Wish? of Brazil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR,Make-A-Wish Foundation of Brazil,NULL,NULL
533-000,Make-A-Wish? Turkey,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TR,Make-A-Wish Foundation? of Turkey,NULL,NULL
534-000,Make-A-Wish? Pakistan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK,Make-A-Wish Foundation? of Pakistan,NULL,NULL
535-000,Make-A-Wish? of Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ES,Make-A-Wish Foundation of Spain,NULL,NULL
536-000,Make-A-Wish? of Malaysia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MY,Make-A-Wish Foundation of Malaysia,NULL,NULL
537-000,Make-A-Wish? of Thailand,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TH,Make-A-Wish Foundation of Thailand,NULL,NULL
538-000,Make-A-Wish? Luxembourg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LU,Make-A-Wish Foundation? of Luxembourg,NULL,NULL
